respondent_id,survey_year,region,province,sex,age,civil_status,education_level,years_of_schooling,employment_status,occupation_type,monthly_income_php,household_size,num_children,housing_type,water_source,toilet_facility,electricity_source,internet_access,health_insurance,food_insecurity_score,bmi,mental_health_score,dist_to_health_facility_km,received_gov_aid,gov_aid_amount_php
PH-003014,2019,NCR,Metro Manila,Female,50,Widowed,Elementary,8,Self-Employed,Transport/Logistics,36334.0,3,3,Shared/Rent-free,Deep Well,None,Meralco/Electric Coop,None,HMO Only,2,,7.0,2.4,0,0
PH-003015,2023,CAR,CAR Province,Male,36,Single,Vocational/Tech,11,Self-Employed,Retail/Trade,24526.0,7,0,Owned - Concrete,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth Only,1,17.7,9.0,13.2,1,1000
PH-003016,2022,Region VII,Negros Oriental,Female,53,Single,High School,12,Underemployed,IT/Tech,15089.0,4,2,Owned - Light Materials,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,None,3,17.5,21.0,6.6,0,0
PH-003017,2023,BARMM,Basilan,Male,37,Separated/Annulled,Elementary,5,Unemployed,None/Informal,,5,3,Rented,River/Rain,None,Meralco/Electric Coop,Both,None,3,,10.0,14.7,0,0
PH-003018,2023,Region II,Region II Province,Male,25,Widowed,Vocational/Tech,12,Employed,Construction,57035.0,5,3,Owned - Concrete,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,None,None,4,24.6,9.0,7.4,1,500
PH-003019,2018,Region VIII,Region VIII Province,Female,26,Widowed,High School,11,Employed,IT/Tech,25145.0,5,0,Shared/Rent-free,Shallow Well,Shared Toilet,None,Mobile Data Only,PhilHealth Only,5,18.6,1.0,8.9,0,0
PH-003020,2021,Region VI,Region VI Province,Female,43,Single,College,18,Retired,Education,6565.0,5,4,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,3,35.4,2.0,7.1,0,0
PH-003021,2022,CAR,CAR Province,Female,48,Widowed,College,16,Employed,Healthcare,41556.0,4,1,Shared/Rent-free,Piped/NAWASA,Shared Toilet,None,Both,PhilHealth Only,3,,11.0,19.3,0,0
PH-003022,2020,Region IV-A,Quezon,Male,22,Separated/Annulled,College,17,Unemployed,None/Informal,0.0,4,0,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,28.8,12.0,12.8,0,0
PH-003023,2019,Region III,Region III Province,Male,37,Married,Vocational/Tech,11,Employed,Transport/Logistics,25230.0,4,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,HMO Only,2,29.2,8.0,2.6,0,0
PH-003024,2019,Region VIII,Region VIII Province,Male,23,Separated/Annulled,College,18,Self-Employed,IT/Tech,18580.0,4,3,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,1,23.2,8.0,0.5,1,500
PH-003025,2021,Region XII,Region XII Province,Female,24,Live-in,Elementary,8,Self-Employed,Transport/Logistics,16188.0,3,2,Rented,Piped/NAWASA,None,None,Broadband,None,2,22.2,12.0,10.2,0,0
PH-003026,2020,Region I,Pangasinan,Male,54,Separated/Annulled,College,16,Unemployed,None/Informal,0.0,1,2,Informal Settler,River/Rain,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,3,25.2,7.0,5.4,0,0
PH-003027,2018,Region V,Region V Province,Female,36,Widowed,College,18,Retired,Healthcare,7851.0,3,1,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,4,27.0,12.0,3.5,1,1000
PH-003028,2019,Region IV-B,Region IV-B Province,Male,38,Separated/Annulled,College,16,Unemployed,None/Informal,0.0,6,3,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Both,None,3,23.6,8.0,1.6,0,0
PH-003029,2022,Region III,Region III Province,Female,32,Live-in,College,16,Student,None/Informal,0.0,6,3,Rented,Deep Well,Pit Latrine,None,None,PhilHealth Only,3,25.4,3.0,7.1,1,1000
PH-003030,2018,Region VI,Region VI Province,Female,34,Single,High School,9,Retired,Agriculture/Fishing,8862.0,4,2,Informal Settler,Piped/NAWASA,Pit Latrine,None,None,None,2,27.3,6.0,9.8,1,2000
PH-003031,2023,Region XII,Region XII Province,Male,52,Married,College,17,Self-Employed,IT/Tech,14258.0,4,1,Shared/Rent-free,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,Both,PhilHealth Only,2,32.9,,6.1,0,0
PH-003032,2022,BARMM,Maguindanao,Female,41,Widowed,High School,9,Employed,Agriculture/Fishing,13354.0,3,0,Shared/Rent-free,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,2,12.5,10.0,26.4,0,0
PH-003033,2019,Region IV-B,Region IV-B Province,Male,36,Widowed,College,15,Unemployed,None/Informal,0.0,2,1,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Broadband,None,3,20.2,12.0,7.4,1,500
PH-003034,2020,Region XII,Region XII Province,Female,21,Widowed,Elementary,8,Self-Employed,Agriculture/Fishing,37610.0,7,4,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,5,20.7,,3.9,1,1500
PH-003035,2019,Region XII,Region XII Province,Female,27,Married,Postgraduate,17,Underemployed,None/Informal,15733.0,3,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Generator,None,None,1,23.5,,4.8,0,0
PH-003036,2018,Region I,La Union,Female,36,Widowed,High School,11,Unemployed,None/Informal,,5,3,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,2,27.0,6.0,5.5,0,0
PH-003037,2023,Region I,Ilocos Norte,Male,47,Widowed,College,17,Underemployed,Government,7353.0,2,0,Owned - Concrete,Communal Faucet,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth + HMO,3,30.1,7.0,1.0,1,1500
PH-003038,2020,Region XI,Davao del Sur,Female,29,Widowed,College,17,Employed,None/Informal,9969.0,2,2,Owned - Concrete,Deep Well,Shared Toilet,None,None,PhilHealth Only,1,29.2,8.0,5.3,0,0
PH-003039,2023,Region IV-A,Batangas,Male,31,Live-in,Elementary,7,Employed,Retail/Trade,38704.0,6,2,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,23.6,10.0,4.0,0,0
PH-003040,2020,Region IV-B,Region IV-B Province,Female,35,Single,Vocational/Tech,14,Underemployed,Transport/Logistics,11645.0,3,1,Owned - Light Materials,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth + HMO,3,30.0,15.0,1.2,0,0
PH-003041,2020,Region VI,Region VI Province,Male,50,Single,No Formal Education,0,Unemployed,None/Informal,0.0,4,3,Informal Settler,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,25.1,,0.5,0,0
PH-003042,2019,Region III,Region III Province,Female,42,Widowed,High School,11,Student,None/Informal,0.0,7,1,Owned - Light Materials,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,5,23.7,,1.7,0,0
PH-003043,2019,Region III,Region III Province,Male,64,Married,College,16,Retired,Education,18001.0,4,0,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,18.4,10.0,6.2,1,3000
PH-003044,2023,BARMM,Basilan,Male,23,Single,Postgraduate,19,Employed,Construction,47694.0,6,3,Owned - Light Materials,Deep Well,Shared Toilet,Generator,Mobile Data Only,None,3,18.6,12.0,10.1,0,0
PH-003045,2019,Region VII,Siquijor,Male,18,Widowed,Vocational/Tech,12,Unemployed,None/Informal,0.0,7,5,Informal Settler,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,3,33.6,8.0,3.9,0,0
PH-003046,2019,Region XI,Davao del Sur,Male,27,Single,College,16,Retired,None/Informal,19050.0,3,3,Rented,Piped/NAWASA,Shared Toilet,None,Mobile Data Only,PhilHealth Only,2,22.6,13.0,3.9,1,500
PH-003047,2019,Region XII,Region XII Province,Male,30,Single,High School,12,Unemployed,None/Informal,,6,4,Owned - Light Materials,Piped/NAWASA,None,None,Broadband,PhilHealth Only,4,21.7,5.0,5.2,0,0
PH-003048,2021,Region VI,Region VI Province,Male,38,Separated/Annulled,Elementary,6,Underemployed,Transport/Logistics,8152.0,6,2,Owned - Concrete,Communal Faucet,Pit Latrine,Meralco/Electric Coop,None,None,1,,9.0,4.8,1,1500
PH-003049,2018,Region I,La Union,Male,57,Widowed,High School,11,Self-Employed,IT/Tech,28082.0,3,2,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,None,Both,PhilHealth Only,2,25.9,10.0,8.6,0,0
PH-003050,2023,Region II,Region II Province,Male,34,Single,College,17,Unemployed,None/Informal,0.0,7,3,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,33.8,9.0,2.5,0,0
PH-003051,2021,Region XI,Davao del Norte,Male,54,Widowed,High School,9,Student,None/Informal,0.0,8,2,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,23.8,14.0,8.8,1,1000
PH-003052,2018,Region XII,Region XII Province,Female,41,Single,Vocational/Tech,12,Student,None/Informal,0.0,4,4,Rented,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth + HMO,3,28.8,6.0,6.3,1,1000
PH-003053,2022,CAR,CAR Province,Male,33,Separated/Annulled,High School,11,Employed,Construction,23540.0,4,4,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,21.4,18.0,18.8,0,0
PH-003054,2023,Region I,La Union,Female,15,Widowed,College,17,Employed,Government,17341.0,1,0,Shared/Rent-free,Piped/NAWASA,Pit Latrine,None,None,PhilHealth Only,1,23.9,2.0,5.2,1,1000
PH-003055,2020,Region IX,Region IX Province,Female,15,Separated/Annulled,College,15,Employed,Manufacturing,25584.0,4,4,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,HMO Only,4,27.8,9.0,11.0,0,0
PH-003056,2020,BARMM,Basilan,Male,16,Single,College,15,Employed,Retail/Trade,10486.0,4,5,Rented,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,23.7,1.0,18.6,1,2000
PH-003057,2019,BARMM,Tawi-Tawi,Female,46,Single,Postgraduate,19,Employed,Government,39083.0,3,1,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,1,24.9,2.0,3.8,0,0
PH-003058,2022,Region VI,Region VI Province,Female,29,Live-in,High School,9,Self-Employed,Healthcare,18151.0,3,2,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,3,23.3,8.0,2.0,1,500
PH-003059,2022,Region II,Region II Province,Female,36,Separated/Annulled,College,16,Self-Employed,Agriculture/Fishing,26645.0,2,3,Owned - Light Materials,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,2,24.9,13.0,7.8,0,0
PH-003060,2022,Region IX,Region IX Province,Male,35,Married,College,15,Student,None/Informal,0.0,4,3,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,4,21.9,4.0,1.2,1,1500
PH-003061,2023,Region I,Ilocos Norte,Male,36,Separated/Annulled,High School,9,Employed,Education,23164.0,6,2,Rented,Bottled/Delivered,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,4,21.6,13.0,3.4,1,2000
PH-003062,2023,Region V,Region V Province,Male,44,Married,Vocational/Tech,12,Self-Employed,Education,10145.0,5,0,Owned - Concrete,Deep Well,Shared Toilet,Meralco/Electric Coop,None,PhilHealth + HMO,2,26.3,5.0,1.8,1,1000
PH-003063,2018,Region VIII,Region VIII Province,Female,45,Married,Elementary,6,Self-Employed,Construction,22877.0,3,2,Informal Settler,Deep Well,None,Meralco/Electric Coop,None,PhilHealth Only,5,29.3,13.0,6.3,0,0
PH-003064,2021,CARAGA,CARAGA Province,Female,36,Live-in,College,15,Employed,None/Informal,,3,1,Owned - Concrete,Bottled/Delivered,Pit Latrine,Generator,Mobile Data Only,PhilHealth + HMO,2,19.6,3.0,11.7,1,3000
PH-003065,2018,Region I,Ilocos Norte,Male,44,Separated/Annulled,High School,12,Student,None/Informal,0.0,6,2,Rented,Communal Faucet,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,3,16.4,,1.2,0,0
PH-003066,2022,Region VIII,Region VIII Province,Female,24,Live-in,Vocational/Tech,12,Employed,Education,,2,2,Rented,Piped/NAWASA,Pit Latrine,None,Both,PhilHealth + HMO,3,24.5,13.0,1.5,1,1500
PH-003067,2021,NCR,Metro Manila,Female,40,Separated/Annulled,Vocational/Tech,11,Self-Employed,IT/Tech,24139.0,4,3,Informal Settler,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,20.5,11.0,1.4,1,1500
PH-003068,2020,Region IV-A,Batangas,Male,31,Widowed,College,17,Self-Employed,Education,34579.0,5,4,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Solar,None,None,1,24.0,6.0,6.8,0,0
PH-003069,2022,CARAGA,CARAGA Province,Female,15,Widowed,College,15,Employed,Government,,3,0,Shared/Rent-free,Communal Faucet,None,Meralco/Electric Coop,None,None,2,22.5,13.0,11.8,0,0
PH-003070,2019,NCR,Metro Manila,Female,42,Single,College,17,Employed,Education,66090.0,5,1,Shared/Rent-free,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,22.2,5.0,0.0,0,0
PH-003071,2023,Region X,Region X Province,Male,46,Single,College,18,Self-Employed,Education,19310.0,5,0,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,HMO Only,3,21.3,7.0,7.6,0,0
PH-003072,2020,BARMM,Tawi-Tawi,Male,44,Married,High School,12,Self-Employed,Agriculture/Fishing,24023.0,1,6,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,27.5,7.0,11.2,1,500
PH-003073,2019,Region VII,Bohol,Male,28,Live-in,College,18,Self-Employed,None/Informal,51964.0,5,0,Owned - Light Materials,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth + HMO,2,29.2,16.0,9.6,0,0
PH-003074,2019,Region VI,Region VI Province,Female,44,Live-in,High School,9,Unemployed,None/Informal,0.0,4,0,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,4,,8.0,5.2,0,0
PH-003075,2021,Region VI,Region VI Province,Male,19,Single,High School,12,Unemployed,None/Informal,0.0,5,3,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,4,28.5,12.0,3.8,0,0
PH-003076,2023,Region VIII,Region VIII Province,Male,34,Widowed,High School,12,Employed,Agriculture/Fishing,25711.0,4,3,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,33.2,19.0,5.2,0,0
PH-003077,2022,Region IX,Region IX Province,Male,15,Widowed,Elementary,7,Employed,IT/Tech,51128.0,3,0,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,22.6,11.0,0.3,1,1000
PH-003078,2023,Region IV-A,Batangas,Male,22,Widowed,Elementary,6,Unemployed,None/Informal,,5,3,Informal Settler,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,21.2,3.0,3.5,1,1500
PH-003079,2021,Region VI,Region VI Province,Female,37,Single,Vocational/Tech,14,Employed,Government,59354.0,1,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,1,,,6.6,0,0
PH-003080,2019,Region XII,Region XII Province,Male,40,Widowed,College,18,Underemployed,Healthcare,21173.0,3,1,Owned - Concrete,Shallow Well,Shared Toilet,Generator,Mobile Data Only,None,5,23.5,,5.0,0,0
PH-003081,2023,Region VII,Siquijor,Male,15,Separated/Annulled,High School,9,Unemployed,None/Informal,0.0,1,1,Owned - Concrete,Communal Faucet,Pit Latrine,None,Broadband,PhilHealth Only,5,,,2.0,1,1000
PH-003082,2022,Region I,La Union,Male,54,Widowed,Elementary,7,Unemployed,None/Informal,0.0,3,2,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,23.8,14.0,2.9,0,0
PH-003083,2018,BARMM,Basilan,Female,18,Widowed,High School,11,Student,None/Informal,0.0,4,1,Owned - Light Materials,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,5,,5.0,4.6,1,2000
PH-003084,2019,Region III,Region III Province,Female,15,Widowed,Postgraduate,20,Retired,Agriculture/Fishing,6567.0,5,4,Informal Settler,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,HMO Only,5,25.5,,5.8,1,1500
PH-003085,2020,BARMM,Lanao del Sur,Female,28,Widowed,High School,10,Employed,Healthcare,68255.0,4,1,Owned - Light Materials,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,1,23.7,13.0,4.5,1,500
PH-003086,2022,NCR,Metro Manila,Female,25,Married,College,15,Student,None/Informal,0.0,6,0,Rented,River/Rain,Pit Latrine,None,None,PhilHealth Only,5,22.3,6.0,0.3,1,500
PH-003087,2019,Region II,Region II Province,Female,39,Single,High School,12,Student,None/Informal,0.0,9,3,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,29.3,6.0,9.1,0,0
PH-003088,2020,Region VIII,Region VIII Province,Male,44,Married,College,17,Unemployed,None/Informal,,1,0,Owned - Concrete,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,None,4,25.1,3.0,3.1,0,0
PH-003089,2019,Region II,Region II Province,Female,15,Single,College,18,Employed,Education,23085.0,8,3,Shared/Rent-free,Deep Well,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,None,5,28.2,13.0,10.9,1,500
PH-003090,2018,Region VI,Region VI Province,Male,39,Separated/Annulled,Elementary,8,Self-Employed,IT/Tech,21756.0,6,4,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,21.5,8.0,7.5,0,0
PH-003091,2019,Region VI,Region VI Province,Male,44,Single,College,15,Self-Employed,Retail/Trade,10357.0,8,1,Rented,Shallow Well,Pit Latrine,Meralco/Electric Coop,Broadband,HMO Only,2,20.7,21.0,5.7,1,1500
PH-003092,2021,Region X,Region X Province,Female,24,Widowed,No Formal Education,0,Employed,Transport/Logistics,40878.0,6,1,Owned - Concrete,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,3,21.0,,1.0,0,0
PH-003093,2022,Region VIII,Region VIII Province,Male,19,Live-in,High School,10,Employed,None/Informal,72011.0,7,2,Informal Settler,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,HMO Only,4,23.8,6.0,5.2,0,0
PH-003094,2019,Region XI,Davao del Norte,Female,33,Separated/Annulled,College,17,Self-Employed,Agriculture/Fishing,21394.0,6,2,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,3,28.8,9.0,2.1,0,0
PH-003095,2018,Region VI,Region VI Province,Female,18,Live-in,Elementary,8,Self-Employed,Education,26616.0,4,2,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,35.4,1.0,1.0,0,0
PH-003096,2022,NCR,Metro Manila,Female,38,Widowed,High School,11,Employed,Manufacturing,,5,2,Owned - Light Materials,Shallow Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,18.2,,1.5,0,0
PH-003097,2022,Region V,Region V Province,Male,44,Live-in,College,18,Employed,None/Informal,90768.0,6,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Generator,None,HMO Only,2,22.1,5.0,7.0,0,0
PH-003098,2020,Region XI,Davao del Norte,Female,38,Single,Postgraduate,20,Retired,Retail/Trade,-999.0,4,3,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,4,26.9,13.0,9.9,1,1500
PH-003099,2019,Region VI,Region VI Province,Female,37,Married,College,18,Student,None/Informal,0.0,4,0,Owned - Concrete,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,4,14.2,7.0,4.4,0,0
PH-003100,2021,Region IV-A,Cavite,Male,18,Live-in,College,18,Student,None/Informal,0.0,3,3,Owned - Concrete,Bottled/Delivered,None,Meralco/Electric Coop,Broadband,None,4,24.9,11.0,5.3,1,1500
PH-003101,2019,Region IV-B,Region IV-B Province,Female,49,Separated/Annulled,College,16,Student,None/Informal,0.0,5,0,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,5,,5.0,1.2,1,500
PH-003102,2020,Region II,Region II Province,Male,39,Single,College,18,Employed,Agriculture/Fishing,22690.0,7,1,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,Broadband,PhilHealth Only,2,28.3,13.0,5.5,0,0
PH-003103,2019,Region XI,Davao del Norte,Male,43,Separated/Annulled,Postgraduate,18,Employed,IT/Tech,23798.0,5,3,Shared/Rent-free,Deep Well,Pit Latrine,Solar,Both,PhilHealth + HMO,3,23.8,14.0,2.1,1,1000
PH-003104,2019,Region VIII,Region VIII Province,Female,59,Single,No Formal Education,1,Student,None/Informal,,1,1,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,23.9,13.0,1.8,1,500
PH-003105,2019,Region IV-A,Quezon,Male,38,Live-in,High School,12,Unemployed,None/Informal,0.0,3,2,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,24.9,,3.5,0,0
PH-003106,2022,Region X,Region X Province,Female,38,Live-in,College,16,Underemployed,Manufacturing,21415.0,3,0,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,3,,12.0,2.3,1,1500
PH-003107,2020,Region VII,Siquijor,Female,15,Separated/Annulled,Elementary,8,Underemployed,Manufacturing,10234.0,3,1,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Generator,Broadband,PhilHealth Only,2,27.6,8.0,5.5,0,0
PH-003108,2019,Region IV-A,Batangas,Female,36,Separated/Annulled,High School,11,Self-Employed,Retail/Trade,27363.0,4,2,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,None,None,HMO Only,2,30.4,,1.1,0,0
PH-003109,2018,Region IV-A,Cavite,Male,37,Married,College,18,Retired,Transport/Logistics,7041.0,5,5,Owned - Light Materials,Deep Well,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,3,25.9,0.0,6.4,1,1500
PH-003110,2021,CARAGA,CARAGA Province,Female,24,Live-in,Elementary,7,Unemployed,None/Informal,0.0,3,0,Owned - Light Materials,Piped/NAWASA,Pit Latrine,None,None,None,4,28.7,11.0,5.9,0,0
PH-003111,2018,Region XII,Region XII Province,Female,54,Separated/Annulled,College,15,Unemployed,None/Informal,0.0,3,0,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,4,19.9,12.0,3.9,1,500
PH-003112,2020,Region IV-A,Batangas,Male,42,Widowed,Elementary,7,Employed,Transport/Logistics,56438.0,2,1,Shared/Rent-free,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,31.0,8.0,3.2,1,1000
